,Date,total_entry,total_exit,total_profit,p,lots,p&l,slippage,final_profit,Day,final_equity,output
402,2019-10-16 00:00:00,403.85,429.8718749,-26.0218749,201.925,4,-2602.18749,1667.44375,-4269.63124,Wed,1307468.265,Loss
403,2019-10-17 00:00:00,164.25,210.6011398,-46.35113981,82.125,10,-11587.78495,1874.255699,-13462.04065,Thu,1294006.225,Loss
404,2019-10-22 00:00:00,559.05,588.6309075,-29.58090751,279.525,3,-2218.568063,1721.521361,-3940.089424,Tue,1290066.135,Loss
405,2019-10-23 00:00:00,367,272.25,94.75,183.5,5,11843.75,1598.125,10245.625,Wed,1300311.76,Win
406,2019-10-24 00:00:00,209.55,234.0233275,-24.47332746,104.775,9,-5506.498679,1996.079974,-7502.578653,Thu,1292809.182,Loss
407,2019-10-29 00:00:00,409.7,412.1911594,-2.491159387,204.85,4,-249.1159387,1643.782319,-1892.898257,Tue,1290916.283,Loss
408,2019-10-30 00:00:00,332.7,252.45,80.25,166.35,6,12037.5,1755.45,10282.05,Wed,1301198.333,Win
409,2019-10-31 00:00:00,172.3,10.15,162.15,86.15,10,40537.5,912.25,39625.25,Thu,1340823.583,Win
410,2019-11-05 00:00:00,396.2,385.0591748,11.14082516,198.1,5,1392.603145,1953.147937,-560.5447922,Tue,1340263.039,Loss
411,2019-11-07 00:00:00,147.15,12.6,134.55,73.575,10,33637.5,798.75,32838.75,Thu,1373101.789,Win
412,2019-11-13 00:00:00,329.65,272.3937513,57.25624875,164.825,6,8588.437312,1806.131254,6782.306058,Wed,1379884.095,Win
413,2019-11-14 00:00:00,140.5,162.2213252,-21.72132523,70.25,10,-5430.331306,1513.606626,-6943.937933,Thu,1372940.157,Loss
414,2019-11-19 00:00:00,395.1,382.042311,13.05768897,197.55,5,1632.211122,1942.855778,-310.644656,Tue,1372629.512,Loss
415,2019-11-20 00:00:00,272.65,213.6,59.05,136.325,7,10333.75,1701.875,8631.875,Wed,1381261.387,Win
416,2019-11-21 00:00:00,124.6,11.35,113.25,62.3,10,28312.5,679.75,27632.75,Thu,1408894.137,Win
417,2019-11-26 00:00:00,289,320.4392853,-31.43928533,144.5,6,-4715.892799,1828.317856,-6544.210655,Tue,1402349.926,Loss
418,2019-11-27 00:00:00,215.25,170.25,45,107.625,9,10125,1734.75,8390.25,Wed,1410740.176,Win
419,2019-11-28 00:00:00,95.95,24.5,71.45,47.975,10,17862.5,602.25,17260.25,Thu,1428000.426,Win
420,2019-12-03 00:00:00,282.9,275.9128685,6.987131477,141.45,7,1222.748008,1955.84504,-733.0970314,Tue,1427267.329,Loss
421,2019-12-04 00:00:00,229.6,285.9007911,-56.30079111,114.8,8,-11260.15822,2062.003164,-13322.16139,Wed,1413945.168,Loss
422,2019-12-05 00:00:00,170.75,132.7829444,37.96705562,85.375,10,9491.763905,1517.664722,7974.099183,Thu,1421919.267,Win
423,2019-12-10 00:00:00,313.15,297.8,15.35,156.575,6,2302.5,1832.85,469.65,Tue,1422388.917,Win
424,2019-12-11 00:00:00,234.75,211.5921041,23.15789587,117.375,8,4631.579173,1785.368417,2846.210757,Wed,1425235.128,Win
425,2019-12-12 00:00:00,92.7,106.2107011,-13.51070106,46.35,10,-3377.675266,994.5535053,-4372.228771,Thu,1420862.899,Loss
426,2019-12-17 00:00:00,274.4,240.1,34.3,137.2,7,6002.5,1800.75,4201.75,Tue,1425064.649,Win
427,2019-12-18 00:00:00,192.25,210.8007653,-18.55076526,96.125,10,-4637.691315,2015.253826,-6652.945141,Wed,1418411.704,Loss
428,2019-12-19 00:00:00,72.55,110.336913,-37.78691304,36.275,10,-9446.728261,914.4345652,-10361.16283,Thu,1408050.541,Loss
429,2019-12-24 00:00:00,144.2,115.75,28.45,72.1,10,7112.5,1299.75,5812.75,Tue,1413863.291,Win
430,2019-12-26 00:00:00,44.5,93.5176282,-49.0176282,22.25,10,-12254.40705,690.088141,-12944.49519,Thu,1400918.796,Loss
431,2020-01-01 00:00:00,145.4,122.65,22.75,72.7,10,5687.5,1340.25,4347.25,Wed,1405266.046,Win
432,2020-01-02 00:00:00,54.35,79.909936,-25.559936,27.175,10,-6389.983999,671.29968,-7061.283679,Thu,1398204.762,Loss
433,2020-01-07 00:00:00,300,261.1176289,38.88237111,150,6,5832.355666,1683.352887,4149.002779,Tue,1402353.765,Win
434,2020-01-08 00:00:00,372.25,432.262815,-60.01281501,186.125,5,-7501.601876,2011.282038,-9512.883914,Wed,1392840.881,Loss
435,2020-01-09 00:00:00,86.85,100.3067346,-13.45673465,43.425,10,-3364.183662,935.7836732,-4299.967335,Thu,1388540.914,Loss
436,2020-01-14 00:00:00,337.1,296.45,40.65,168.55,5,5081.25,1583.875,3497.375,Tue,1392038.289,Win
437,2020-01-15 00:00:00,210.7,170.45,40.25,105.35,9,9056.25,1715.175,7341.075,Wed,1399379.364,Win
438,2020-01-16 00:00:00,65.35,5.35,60,32.675,10,15000,353.5,14646.5,Thu,1414025.864,Win
439,2020-01-21 00:00:00,354.6,307.25,47.35,177.3,5,5918.75,1654.625,4264.125,Tue,1418289.989,Win
440,2020-01-22 00:00:00,237.2,180.5,56.7,118.6,8,11340,1670.8,9669.2,Wed,1427959.189,Win
441,2020-01-23 00:00:00,84.65,132.5630445,-47.91304451,42.325,10,-11978.26113,1086.065223,-13064.32635,Thu,1414894.862,Loss
442,2020-01-28 00:00:00,344.95,418.6157222,-73.66572219,172.475,5,-9208.215274,1908.914305,-11117.12958,Tue,1403777.733,Loss
443,2020-01-29 00:00:00,230.3,183.4,46.9,115.15,8,9380,1654.8,7725.2,Wed,1411502.933,Win
444,2020-01-30 00:00:00,100.15,4.45,95.7,50.075,10,23925,523,23402,Thu,1434904.933,Win
445,2020-02-04 00:00:00,273.15,248.1940434,24.95595656,136.575,7,4367.292398,1824.704152,2542.588246,Tue,1437447.521,Win
446,2020-02-05 00:00:00,197.05,283.1899909,-86.13999089,98.525,10,-21534.99772,2401.199954,-23936.19768,Wed,1413511.323,Loss
447,2020-02-06 00:00:00,164.25,179.3113801,-15.06138008,82.125,10,-3765.34502,1717.8069,-5483.15192,Thu,1408028.171,Loss
448,2020-02-11 00:00:00,269.85,236.4,33.45,134.925,7,5853.75,1771.875,4081.875,Tue,1412110.046,Win
449,2020-02-12 00:00:00,156.35,131.25,25.1,78.175,10,6275,1438,4837,Wed,1416947.046,Win
450,2020-02-13 00:00:00,65.3,16.9,48.4,32.65,10,12100,411,11689,Thu,1428636.046,Win
451,2020-02-18 00:00:00,277.45,246.7,30.75,138.725,7,5381.25,1834.525,3546.725,Tue,1432182.771,Win
452,2020-02-19 00:00:00,193.5,244.4429529,-50.94295289,96.75,10,-12735.73822,2189.714764,-14925.45299,Wed,1417257.319,Loss
453,2020-02-20 00:00:00,69.85,3.75,66.1,34.925,10,16525,368,16157,Thu,1433414.319,Win
454,2020-02-25 00:00:00,339.45,311.1,28.35,169.725,5,3543.75,1626.375,1917.375,Tue,1435331.694,Win
455,2020-02-26 00:00:00,240.55,308.013244,-67.46324405,120.275,8,-13492.64881,2194.252976,-15686.90179,Wed,1419644.792,Loss
456,2020-02-27 00:00:00,121.05,156.9754914,-35.9254914,60.525,10,-8981.372849,1390.127457,-10371.50031,Thu,1409273.291,Loss
457,2020-03-03 00:00:00,567.3,649.1604741,-81.86047405,283.65,3,-6139.535554,1824.690711,-7964.226265,Tue,1401309.065,Loss
458,2020-03-04 00:00:00,430.3,358.629227,71.67077305,215.15,4,7167.077305,1577.858454,5589.218851,Wed,1406898.284,Win
459,2020-03-05 00:00:00,171.65,165.5667062,6.083293812,85.825,10,1520.823453,1686.083531,-165.260078,Thu,1406733.024,Loss
460,2020-03-11 00:00:00,642.8,557.0131477,85.78685226,321.4,3,6434.013919,1799.719722,4634.294198,Wed,1411367.318,Win
461,2020-03-12 00:00:00,297.35,250.2438419,47.10615811,148.675,6,7065.923717,1642.781526,5423.142191,Thu,1416790.46,Win
462,2020-03-17 00:00:00,1809.5,1384.26256,425.2374404,904.75,2,21261.87202,3193.76256,18068.10946,Tue,1434858.57,Win
463,2020-03-18 00:00:00,1088.2,888.2485091,199.9514909,544.1,2,9997.574545,1976.448509,8021.126036,Wed,1442879.696,Win
464,2020-03-19 00:00:00,830.85,653.9082595,176.9417405,415.425,2,8847.087024,1484.75826,7362.328765,Thu,1450242.025,Win
465,2020-03-24 00:00:00,2200,2198.073186,1.926813938,1100,2,96.3406969,4398.073186,-4301.732489,Tue,1445940.292,Loss
466,2020-03-25 00:00:00,1460.65,1233.139964,227.5100365,730.325,2,11375.50182,2693.789964,8681.71186,Wed,1454622.004,Win
467,2020-03-26 00:00:00,744.65,843.8651991,-99.21519909,372.325,2,-4960.759954,1588.515199,-6549.275153,Thu,1448072.729,Loss
468,2020-03-31 00:00:00,869.9,692.4,177.5,434.95,2,8875,1562.3,7312.7,Tue,1455385.429,Win
469,2020-04-01 00:00:00,304.6,178.65,125.95,152.3,6,18892.5,1449.75,17442.75,Wed,1472828.179,Win
470,2020-04-07 00:00:00,716.35,843.9035394,-127.5535394,358.175,2,-6377.676972,1560.253539,-7937.930512,Tue,1464890.248,Loss
471,2020-04-08 00:00:00,956.9,870.8054354,86.09456457,478.45,2,4304.728228,1827.705435,2477.022793,Wed,1467367.271,Win
472,2020-04-09 00:00:00,469.1,603.9062255,-134.8062255,234.55,4,-13480.62255,2146.012451,-15626.635,Thu,1451740.636,Loss
473,2020-04-15 00:00:00,760.1,710.3722313,49.72776869,380.05,2,2486.388435,1470.472231,1015.916203,Wed,1452756.552,Win
474,2020-04-16 00:00:00,328.75,237.75,91,164.375,6,13650,1699.5,11950.5,Thu,1464707.052,Win
475,2020-04-21 00:00:00,843.35,923.297325,-79.94732498,421.675,2,-3997.366249,1766.647325,-5764.013574,Tue,1458943.039,Loss
476,2020-04-22 00:00:00,656.15,561.3206675,94.82933254,328.075,3,7112.19994,1826.206001,5285.993939,Wed,1464229.033,Win
477,2020-04-23 00:00:00,238.4,238.95,-0.55,119.2,8,-110,1909.4,-2019.4,Thu,1462209.633,Loss
478,2020-04-28 00:00:00,606.9,581.4,25.5,303.45,3,1912.5,1782.45,130.05,Tue,1462339.683,Win
479,2020-04-29 00:00:00,404.85,415.0456869,-10.19568691,202.425,4,-1019.568691,1639.791374,-2659.360065,Wed,1459680.323,Loss
480,2020-04-30 00:00:00,238.1,289.8334734,-51.7334734,119.05,8,-10346.69468,2111.733894,-12458.42857,Thu,1447221.894,Loss
481,2020-05-05 00:00:00,911.2,815.2864726,95.91352744,455.6,2,4795.676372,1726.486473,3069.189899,Tue,1450291.084,Win
482,2020-05-06 00:00:00,661.3,693.6887086,-32.38870859,330.65,3,-2429.153144,2032.483063,-4461.636207,Wed,1445829.448,Loss
483,2020-05-07 00:00:00,251.2,20.35,230.85,125.6,7,40398.75,950.425,39448.325,Thu,1485277.773,Win
484,2020-05-12 00:00:00,645.25,571.0326019,74.21739813,322.625,3,5566.30486,1824.423903,3741.880957,Tue,1489019.654,Win
485,2020-05-13 00:00:00,674,817.7136875,-143.7136875,337,2,-7185.684376,1491.713688,-8677.398064,Wed,1480342.256,Loss
486,2020-05-14 00:00:00,183.55,20.15,163.4,91.775,10,40850,1018.5,39831.5,Thu,1520173.756,Win
487,2020-05-19 00:00:00,701.35,619.2252423,82.12475767,350.675,2,4106.237884,1320.575242,2785.662641,Tue,1522959.418,Win
488,2020-05-20 00:00:00,455.35,477.2695919,-21.91959194,227.675,4,-2191.959194,1865.239184,-4057.198377,Wed,1518902.22,Loss
489,2020-05-21 00:00:00,115.3,221.9463237,-106.6463237,57.65,10,-26661.58093,1686.231619,-28347.81255,Thu,1490554.407,Loss
490,2020-05-26 00:00:00,510.85,555.2944069,-44.44440693,255.425,3,-3333.33052,1599.21661,-4932.54713,Tue,1485621.86,Loss
491,2020-05-27 00:00:00,354,312.4012024,41.59879761,177,5,5199.849701,1666.003006,3533.846695,Wed,1489155.707,Win
492,2020-05-28 00:00:00,190.8,248.9054713,-58.10547131,95.4,10,-14526.36783,2198.527357,-16724.89518,Thu,1472430.812,Loss
493,2020-06-02 00:00:00,635.2,549.3003272,85.89967283,317.6,3,6442.475463,1776.750491,4665.724972,Tue,1477096.537,Win
494,2020-06-03 00:00:00,459.45,532.5926756,-73.14267561,229.725,4,-7314.267561,1984.085351,-9298.352912,Wed,1467798.184,Loss
495,2020-06-09 00:00:00,758.65,632.4209481,126.2290519,379.325,2,6311.452595,1391.070948,4920.381647,Tue,1472718.565,Win
496,2020-06-10 00:00:00,552.65,434.95,117.7,276.325,3,8827.5,1481.4,7346.1,Wed,1480064.665,Win
497,2020-06-11 00:00:00,288.95,269.2824718,19.66752821,144.475,6,2950.129232,1674.697415,1275.431817,Thu,1481340.097,Win
498,2020-06-16 00:00:00,685.35,762.8719265,-77.52192654,342.675,2,-3876.096327,1448.221927,-5324.318254,Tue,1476015.779,Loss
499,2020-06-17 00:00:00,683.55,704.173426,-20.62342601,341.775,2,-1031.1713,1387.723426,-2418.894726,Wed,1473596.884,Loss
500,2020-06-18 00:00:00,227.05,264.467743,-37.41774296,113.525,8,-7483.548593,1966.070972,-9449.619565,Thu,1464147.265,Loss
501,2020-06-23 00:00:00,712.55,654.8287583,57.72124171,356.275,2,2886.062086,1367.378758,1518.683327,Tue,1465665.948,Win
502,2020-06-24 00:00:00,566.45,469.1755213,97.27447868,283.225,3,7295.585901,1553.438282,5742.147619,Wed,1471408.096,Win
503,2020-06-25 00:00:00,294.5,49.9,244.6,147.25,6,36690,1033.2,35656.8,Thu,1507064.896,Win
504,2020-06-30 00:00:00,680.7,729.246421,-48.54642102,340.35,2,-2427.321051,1409.946421,-3837.267472,Tue,1503227.628,Loss
505,2020-07-01 00:00:00,499.1,456.5690889,42.5309111,249.55,4,4253.09111,1911.338178,2341.752932,Wed,1505569.381,Win
506,2020-07-02 00:00:00,238.6,29.4,209.2,119.3,8,41840,1072,40768,Thu,1546337.381,Win
507,2020-07-07 00:00:00,504.65,479.1542102,25.49578982,252.325,3,1912.184236,1475.706315,436.477921,Tue,1546773.859,Win
508,2020-07-08 00:00:00,449,557.6776754,-108.6776754,224.5,4,-10867.76754,2013.355351,-12881.12289,Wed,1533892.736,Loss
509,2020-07-09 00:00:00,185.75,14.5,171.25,92.875,10,42812.5,1001.25,41811.25,Thu,1575703.986,Win
510,2020-07-14 00:00:00,547.05,529.5786738,17.47132619,273.525,3,1310.349464,1614.943011,-304.5935464,Tue,1575399.393,Loss
511,2020-07-15 00:00:00,404.35,340.7165504,63.63344957,202.175,4,6363.344957,1490.133101,4873.211856,Wed,1580272.604,Win
512,2020-07-16 00:00:00,155,186.3034941,-31.30349414,77.5,10,-7825.873535,1706.517471,-9532.391006,Thu,1570740.213,Loss
513,2020-07-21 00:00:00,510.2,502.4010677,7.798932332,255.1,3,584.9199249,1518.901602,-933.9816766,Tue,1569806.232,Loss
514,2020-07-22 00:00:00,398.55,324.65,73.9,199.275,5,9237.5,1808,7429.5,Wed,1577235.732,Win
515,2020-07-23 00:00:00,162.65,194.0338538,-31.38385385,81.325,10,-7845.963462,1783.419269,-9629.382731,Thu,1567606.349,Loss
516,2020-07-28 00:00:00,521.75,431.0610912,90.68890881,260.875,3,6801.668161,1429.216637,5372.451524,Tue,1572978.801,Win
517,2020-07-29 00:00:00,380.65,485.6989722,-105.0489722,190.325,5,-13131.12153,2165.872431,-15296.99396,Wed,1557681.807,Loss
518,2020-07-30 00:00:00,148.75,184.8407624,-36.09076244,74.375,10,-9022.690611,1667.953812,-10690.64442,Thu,1546991.162,Loss
519,2020-08-04 00:00:00,494.15,469.3008336,24.84916637,247.075,4,2484.916637,1926.901667,558.01497,Tue,1547549.177,Win
520,2020-08-05 00:00:00,341.9,295.0415275,46.85847246,170.95,5,5857.309057,1592.353819,4264.955239,Wed,1551814.132,Win
521,2020-08-06 00:00:00,269.6,457.1096836,-187.5096836,134.8,7,-32814.19463,2543.483893,-35357.67852,Thu,1516456.454,Loss
522,2020-08-11 00:00:00,404.05,374.6,29.45,202.025,4,2945,1557.3,1387.7,Tue,1517844.154,Win
523,2020-08-12 00:00:00,294.45,243.1,51.35,147.225,6,7702.5,1612.65,6089.85,Wed,1523934.004,Win
524,2020-08-13 00:00:00,116.3,150.9264019,-34.62640191,58.15,10,-8656.600477,1336.13201,-9992.732487,Thu,1513941.271,Loss
525,2020-08-18 00:00:00,373.35,344.6723671,28.67763289,186.675,5,3584.704111,1795.055918,1789.648193,Tue,1515730.92,Win
526,2020-08-19 00:00:00,262.85,340.5930762,-77.74307622,131.425,7,-13605.03834,2112.050767,-15717.08911,Wed,1500013.83,Loss
527,2020-08-20 00:00:00,112.6,4.7,107.9,56.3,10,26975,586.5,26388.5,Thu,1526402.33,Win
528,2020-08-25 00:00:00,348.6,420.9972064,-72.39720644,174.3,5,-9049.650805,1923.993016,-10973.64382,Tue,1515428.687,Loss
529,2020-08-26 00:00:00,284.7,212.45,72.25,142.35,7,12643.75,1740.025,10903.725,Wed,1526332.412,Win
530,2020-08-27 00:00:00,95.4,9.55,85.85,47.7,10,21462.5,524.75,20937.75,Thu,1547270.162,Win
531,2020-09-01 00:00:00,810.4,903.7043194,-93.30431943,405.2,2,-4665.215972,1714.104319,-6379.320291,Tue,1540890.841,Loss
532,2020-09-02 00:00:00,460.7,371.4474663,89.25253373,230.35,4,8925.253373,1664.294933,7260.958441,Wed,1548151.8,Win
533,2020-09-03 00:00:00,125.3,148.4838625,-23.18386248,62.65,10,-5795.96562,1368.919312,-7164.884932,Thu,1540986.915,Loss
534,2020-09-08 00:00:00,478.5,448.35,30.15,239.25,4,3015,1853.7,1161.3,Tue,1542148.215,Win
535,2020-09-09 00:00:00,338.4,273.9,64.5,169.2,5,8062.5,1530.75,6531.75,Wed,1548679.965,Win
536,2020-09-10 00:00:00,97.65,165.3973293,-67.74732934,48.825,10,-16936.83234,1315.236647,-18252.06898,Thu,1530427.896,Loss
537,2020-09-15 00:00:00,507.4,472.908841,34.49115903,253.7,3,2586.836927,1470.463261,1116.373666,Tue,1531544.269,Win
538,2020-09-16 00:00:00,336.2,306.65,29.55,168.1,5,3693.75,1607.125,2086.625,Wed,1533630.894,Win
539,2020-09-17 00:00:00,121.55,24.05,97.5,60.775,10,24375,728,23647,Thu,1557277.894,Win
540,2020-09-22 00:00:00,548.95,425.1120368,123.8379632,274.475,3,9287.847237,1461.093055,7826.754182,Tue,1565104.649,Win
541,2020-09-23 00:00:00,299.3,317.5339293,-18.23392926,149.65,6,-2735.089389,1850.501788,-4585.591177,Wed,1560519.057,Loss
542,2020-09-24 00:00:00,110.45,118.1,-7.65,55.225,10,-1912.5,1142.75,-3055.25,Thu,1557463.807,Loss
543,2020-09-29 00:00:00,404.55,358.35,46.2,202.275,4,4620,1525.8,3094.2,Tue,1560558.007,Win
544,2020-09-30 00:00:00,307.85,359.0138723,-51.16387234,153.925,6,-7674.580851,2000.591617,-9675.172468,Wed,1550882.835,Loss
545,2020-10-01 00:00:00,107.7,136.6796852,-28.97968518,53.85,10,-7244.921294,1221.898426,-8466.81972,Thu,1542416.015,Loss
546,2020-10-06 00:00:00,439.75,423.7176777,16.03232226,219.875,4,1603.232226,1726.935355,-123.7031296,Tue,1542292.312,Loss
547,2020-10-07 00:00:00,331.35,265.85,65.5,165.675,6,9825,1791.6,8033.4,Wed,1550325.712,Win
548,2020-10-08 00:00:00,128.3,33.7,94.6,64.15,10,23650,810,22840,Thu,1573165.712,Win
549,2020-10-13 00:00:00,568.1,669.7355932,-101.6355932,284.05,3,-7622.66949,1856.75339,-9479.42288,Tue,1563686.289,Loss
550,2020-10-14 00:00:00,410.85,374.2660533,36.58394669,205.425,4,3658.394669,1570.232107,2088.162563,Wed,1565774.452,Win
551,2020-10-15 00:00:00,135.3,174.7940393,-39.49403927,67.65,10,-9873.509819,1550.470196,-11423.98001,Thu,1554350.472,Loss
552,2020-10-20 00:00:00,550.55,571.4030144,-20.85301442,275.275,3,-1563.976081,1682.929522,-3246.905603,Tue,1551103.566,Loss
553,2020-10-21 00:00:00,379.05,375.0833872,3.966612815,189.525,5,495.8266019,1885.333468,-1389.506866,Wed,1549714.059,Loss
554,2020-10-22 00:00:00,256.05,30.2,225.85,128.025,7,39523.75,1001.875,38521.875,Thu,1588235.934,Win
555,2020-10-27 00:00:00,572.2,506.5120185,65.68798145,286.1,3,4926.598609,1618.068028,3308.530581,Tue,1591544.465,Win
556,2020-10-28 00:00:00,458.8,409.5293061,49.27069391,229.4,4,4927.069391,1736.658612,3190.410779,Wed,1594734.876,Win
557,2020-10-29 00:00:00,229.8,228.6945578,1.105442193,114.9,8,221.0884386,1833.978231,-1612.889793,Thu,1593121.986,Loss
558,2020-11-03 00:00:00,810.45,789.3068357,21.14316432,405.225,2,1057.158216,1599.756836,-542.5986195,Tue,1592579.387,Loss
559,2020-11-04 00:00:00,638.1,749.2052072,-111.1052072,319.05,3,-8332.890539,2080.957811,-10413.84835,Wed,1582165.539,Loss
560,2020-11-05 00:00:00,198.75,16.2,182.55,99.375,10,45637.5,1074.75,44562.75,Thu,1626728.289,Win
561,2020-11-10 00:00:00,657.15,578.6277941,78.52220593,328.575,3,5889.165444,1853.666691,4035.498753,Tue,1630763.788,Win
562,2020-11-11 00:00:00,580.6,589.9800705,-9.38007051,290.3,3,-703.5052882,1755.870106,-2459.375394,Wed,1628304.412,Loss
563,2020-11-12 00:00:00,251.3,255.6083428,-4.308342772,125.65,7,-753.9599851,1774.1792,-2528.139185,Thu,1625776.273,Loss
564,2020-11-17 00:00:00,612.7,522.35,90.35,306.35,3,6776.25,1702.575,5073.675,Tue,1630849.948,Win
565,2020-11-18 00:00:00,423.95,373.962738,49.98726195,211.975,4,4998.726195,1595.825476,3402.900719,Wed,1634252.849,Win
566,2020-11-19 00:00:00,165.4,209.2653687,-43.8653687,82.7,10,-10966.34217,1873.326843,-12839.66902,Thu,1621413.18,Loss
567,2020-11-24 00:00:00,633.15,542.2,90.95,316.575,3,6821.25,1763.025,5058.225,Tue,1626471.405,Win
568,2020-11-25 00:00:00,531.95,464.8155253,67.13447466,265.975,3,5035.0856,1495.148288,3539.937312,Wed,1630011.342,Win
569,2020-11-26 00:00:00,256.2,258.2380696,-2.038069594,128.1,7,-356.6621789,1800.533244,-2157.195423,Thu,1627854.147,Loss
570,2020-12-01 00:00:00,677.7,611.5,66.2,338.85,2,3310,1289.2,2020.8,Tue,1629874.947,Win
571,2020-12-02 00:00:00,500.75,491.7204392,9.029560825,250.375,3,677.2170618,1488.705659,-811.4885969,Wed,1629063.458,Loss
572,2020-12-03 00:00:00,218,249.0208668,-31.02086682,109,9,-6979.695035,2101.593901,-9081.288936,Thu,1619982.169,Loss
573,2020-12-08 00:00:00,571.75,470.85,100.9,285.875,3,7567.5,1563.9,6003.6,Tue,1625985.769,Win
574,2020-12-09 00:00:00,381.95,375.1118568,6.83814317,190.975,5,854.7678963,1892.654642,-1037.886746,Wed,1624947.882,Loss
575,2020-12-10 00:00:00,204.4,49.95,154.45,102.2,9,34751.25,1144.575,33606.675,Thu,1658554.557,Win
576,2020-12-15 00:00:00,515.4,466.7268466,48.67315339,257.7,3,3650.486504,1473.19027,2177.296234,Tue,1660731.854,Win
577,2020-12-16 00:00:00,356.2,391.4546283,-35.25462827,178.1,5,-4406.828534,1869.136571,-6275.965105,Wed,1654455.889,Loss
578,2020-12-17 00:00:00,170.4,143.7861286,26.61387141,85.2,10,6653.467852,1570.930643,5082.537209,Thu,1659538.426,Win
579,2020-12-22 00:00:00,628.45,712.4991768,-84.04917682,314.225,3,-6303.688262,2011.423765,-8315.112027,Tue,1651223.314,Loss
580,2020-12-23 00:00:00,326.85,248.45,78.4,163.425,6,11760,1725.9,10034.1,Wed,1661257.414,Win
581,2020-12-24 00:00:00,153.1,26.4,126.7,76.55,10,31675,897.5,30777.5,Thu,1692034.914,Win
582,2020-12-29 00:00:00,429.3,517.1214134,-87.82141339,214.65,4,-8782.141339,1892.842827,-10674.98417,Tue,1681359.93,Loss
583,2020-12-30 00:00:00,379.6,318.9,60.7,189.8,5,7587.5,1746.25,5841.25,Wed,1687201.18,Win
584,2020-12-31 00:00:00,182.55,11.8,170.75,91.275,10,42687.5,971.75,41715.75,Thu,1728916.93,Win
